ID;Type;Summary;State;Assigned User;Project;Purpose;Precondition;Events;Expected Result;Created Date;Test Design Technique;Test Methods
27694149;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_007_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x220174 (Unlock status of protection of vehicle diagnosis).;Positive response with correct response length. ;04.15.2021 18:22:34;;
27694151;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_009_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x2202A0 (Frequency counter start /stop prohibition).;Positive response with correct response length. ;04.15.2021 18:22:36;;
27694153;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_071_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x22F191 (VW ECU hardware number).;Positive response with correct response length. ;04.15.2021 18:22:38;;
27694155;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_140_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x221017 (PBC software version).;Positive response with correct response length. ;04.15.2021 18:22:40;;
27694157;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_015_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending 0x2E0C3F (VZM deceleration functions) requests with the valid values and checking the written values with the related reading command,sending 0x2E0C3F requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:22:43;;
27694159;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_016_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x2248B9 (Status of valve interchange test),expecting not active interchange test status.;Positive response with correct values and response length. ;04.15.2021 18:22:46;;
27694161;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_106_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220C3F (VZM Deceleration Functions adaption).;Positive response with correct response length. ;04.15.2021 18:22:48;;
27694163;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_099_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220505 (Dynamic developer function 02).;Positive response with correct response length. ;04.15.2021 18:22:50;;
27694165;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_017_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x2202AE (Parking brake motors closing stepwise status).;Positive response with correct response length. ;04.15.2021 18:22:52;;
27694168;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_116_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x220E05 (Ready alert brake).;Positive response with correct response length. ;04.15.2021 18:22:54;;
27694170;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_104_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220504 (Dimming).;Positive response with correct response length. ;04.15.2021 18:22:56;;
27694172;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_004_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Setting the related singals MQB_MO_Motor_laeuft and MQB_MO_Drehzahl_01 to 0,sending 0x2E04FB (Roller test stand mode functional) requests with the valid values and checking the written values and the statuses of the DTC 0x090700 with the related reading commands,sending 0x2E04FB requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:22:58;;
27694174;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_075_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F195 (System supplier ECU software version number).;Positive response with correct values and response length. ;04.15.2021 18:23:00;;
27694176;TM_Test Case;SW_DIA_BR_TEST_C1F_6.28.4.1_28_006_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x288103 (Enable Rx and disable Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal and network communication messages.;Positive response (no response).;04.15.2021 18:23:03;;
27694178;TM_Test Case;SW_DIA_BR_TEST_C1F_6.1.4.1_10_006_M0600;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (no response extended session) with functional addressing.;Sending 0x1083 (Extended session) request in the acceptable wheel speed limit range and out of the acceptable wheel speed limit range.;Positive response (no response).;04.15.2021 18:23:06;;
27694180;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_072_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x22F192 (System supplier ECU hardware number).;Positive response with correct response length. ;04.15.2021 18:23:08;;
27694182;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_135_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x221014 (Developer function 07 pump load counter).;Positive response with correct response length. ;04.15.2021 18:23:10;;
27694184;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_017_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x2E0C41 (Precondition setting to selected services) with pre-condition deactivated bytes (0x000000),checking the work of adaptation channels of selected services with their write data and read data commands,sending the 0x2E0C41 requests with the valid values and checking the written values with the related reading command.;Positive responses with the valid previously written values.;04.15.2021 18:23:12;;
27694186;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_011_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending 0x2E0502 (Dimming characteristic 1 (EPB)) requests with the wrong length of written values,sending 0x2E0502 requests with the valid values and checking the written values with the related reading command.;Positive responses with the valid previously written values or NRC 0x13 negative responses.;04.15.2021 18:23:14;;
27694188;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_012_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x2202EB (Hydraulic pump activation status).;Positive response with correct response length. ;04.15.2021 18:23:17;;
27694190;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_061_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-5 bytes and byte 6-7 with random values,sending requests 0x22040F (VW logical software block lock value) between the set environments below,writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:23:19;;
27694192;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_014_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Setting signal value (MQB_OBD_Driving_Cycle) to 0 and 1 valid values,sending requests 0x220261 (Odometer/system-time). ;Positive response with correct values and response length. ;04.15.2021 18:23:21;;
27694194;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_029_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E0E10 (Brake pull compensation) requests with the valid values and checking the written values with the related reading command,sending 0x2E0E10 requests with the non-valid written values.;Positive responses with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:23:25;;
27694196;TM_Test Case;SW_DIA_BR_TEST_C1P_6.16.4.1._19_005_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read DTC information (0x19) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with functional addressing.;Generating failure Wh1_dia_asx_interruption (DTC 0x030050),correcting failure Wh1_dia_asx_interruption,sending request 0x190603005005 (Report DTC extended data record) with suppress positive response message indication bit and extended data record number 0x05 between the set environments below,generating failure Wh1_dia_asx_interruption,correcting failure Wh1_dia_asx_interruption,sending request 0x190603005005 with extended data record number 0x05 between the set environments below.;Positive responses with the correct values and response length.;04.15.2021 18:23:29;;
27694198;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_004_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x31011010 (Reset to factory setting),writing default bytecode with command 0x2E0600,overwritting the ESC calibration EEPROM areas,setting EPB switch to idle state. ;Positive responses with the correct values or no correct response checking.;04.15.2021 18:23:32;;
27694200;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_090_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x22F1B6 (System identification - ECU ID and CAN node address).;Positive response with correct response length. ;04.15.2021 18:23:36;;
27694202;TM_Test Case;SW_DIA_BR_TEST_C1P_6.28.4.1_28_003_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x280102 (Enable Rx and disable Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages.;Positive response with correct communication messages.;04.15.2021 18:23:39;;
27694204;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_024_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending 0x2E0E0B (Dynamic steering recommendation) requests with the valid values and checking the written values with the related reading command,sending 0x2E0E0B requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:23:41;;
27694206;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_088_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x22F1B3 (VW data set name).;Positive response without correct response length.;04.15.2021 18:23:43;;
27694210;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_071_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x22F191 (VW ECU hardware number).;Positive response with correct response length. ;04.15.2021 18:23:47;;
27694212;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_096_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x2204FC (Productionmode deactivate).;Positive response with correct values and response length. ;04.15.2021 18:23:49;;
27694216;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_083_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F1AB (VW logical software block version).;Positive response without correct response length.;04.15.2021 18:23:54;;
27694220;TM_Test Case;SW_DIA_BR_TEST_C1P_6.1.4.2_10_001_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with functional addressing.;Sending 0x1001 (Defaut session) request, checking the entered session availability in the acceptable timeout range and out of the acceptable timeout range.;Positive response with the proper P2CAN_Server_max values or negative response.;04.15.2021 18:23:58;;
27694222;TM_Test Case;SW_DIA_BR_TEST_C1P_6.1.4.2_10_006_M0600;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (no response extended session) with functional addressing.;Sending 0x1083 (Extended session) request, checking the entered session availability in the acceptable timeout range and out of the acceptable timeout range.;Positive response (no response).;04.15.2021 18:24:01;;
27694224;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_109_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220801 (Curb weight (Heading)).;Positive response with correct response length. ;04.15.2021 18:24:04;;
27694226;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_013_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending 0x2E0504 (Dimming) requests with the valid values and checking the written values with the related reading command,sending 0x2E0504 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:24:06;;
27694229;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_030_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x221008 (Supplier hardware version).;Positive response with correct values and response length. ;04.15.2021 18:24:08;;
27694231;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_002_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending 0x2E0410 (ISO TP Blocksize) request with a valid value and checking the written value with the related reading command.;Positive response with the valid previously written value.;04.15.2021 18:24:10;;
27694233;TM_Test Case;SW_DIA_BR_TEST_C1P_6.28.4.1_28_006_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with functional addressing.;Sending 0x288103 (Enable Rx and disable Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal and network communication messages.;Positive response (no response).;04.15.2021 18:24:13;;
27694235;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_069_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-17 bytes with random values,requests 0x22F18C (ECU serial number) between the set environments below,writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:24:15;;
27694238;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_039_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E1112 (Developer function 2) requests with the valid values and checking the written values with the related reading command,sending 0x2E1112 requests with the non-valid written values.;Positive responses with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:24:17;;
27694240;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_070_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x221F90 (Vehicle identification number).;Positive response with correct values and response length. ;04.15.2021 18:24:20;;
27694242;TM_Test Case;SW_DIA_BR_TEST_C1P_6.1.4.1_10_006_M0600;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (no response extended session) with functional addressing.;Sending 0x1083 (Extended session) request in the acceptable wheel speed limit range and out of the acceptable wheel speed limit range.;Positive response (no response).;04.15.2021 18:24:22;;
27694244;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_036_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Driving up to 14 kph,slowing down to 0 kph,driving up to 9 kph,slowing down to 0 kph,driving up to 15 kph and setting steering angle sensor value to -40.30 deg with the speed of -13.43 deg/s for 3 sec,setting steering angle sensor value to 0 deg with the speed of 13.43 deg/s for 3 sec and slow down to 0 kph,driving up to 30 kph and setting steering angle sensor value to 19.93 deg with the speed of 6.64 deg/s for 3 sec,setting steeirng angle sensor value to 0 with the speed of -6.64 deg/s for 3 sec and slow down to 0 kph,sending requests 0x221804 (Acceleration sensors) between the set environments below.;Positive response with correct values and response length. ;04.15.2021 18:24:25;;
27694246;TM_Test Case;SW_DIA_BR_TEST_C1P_6.29.4.1_28_006_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with functional addressing.;Sending 0x288103 (Enable Rx and disable Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal  and network communication messages,sending 0x288003 (Enable Rx and Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal  and network communication messages.;Positive response (no response).;04.15.2021 18:24:27;;
27694248;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_129_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x221111 (Developer function 1).;Positive response with correct response length. ;04.15.2021 18:24:29;;
27694250;TM_Test Case;SW_DIA_BR_TEST_C1P_6.28.4.1_28_001_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with functional addressing.;Sending 0x280101 (Enable Rx and disable Tx normal communication messages), checking the related frame trasmissions are switched off and the reception of the normal communication messages.;Positive response with correct communication messages.;04.15.2021 18:24:31;;
27694252;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_008_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x2202CA (Knockout Counter).;Positive response with correct response length. ;04.15.2021 18:24:34;;
27694254;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_106_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x220C3F (VZM Deceleration Functions adaption).;Positive response with correct response length. ;04.15.2021 18:24:36;;
27694256;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_029_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E0E10 (Brake pull compensation) requests with the valid values and checking the written values with the related reading command,sending 0x2E0E10 requests with the non-valid written values.;Positive responses with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:24:38;;
27694258;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_008_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending 0x2E04FC (Productionmode deactivate) request and checking the written value with the related reading commands,sending 0x2E04FC with non-valid written values,sending 0x2E04FC requests with the wrong length of written values.;Positive responses with the valid previously written values or NRC 0x13 and NRC 0x31 negative responses.;04.15.2021 18:24:40;;
27694260;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_100_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x220506 (Dynamic developer function 03).;Positive response with correct response length. ;04.15.2021 18:24:43;;
27694262;TM_Test Case;SW_DIA_BR_TEST_C1P_6.28.4.1_28_005_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with functional addressing.;Sending 0x280103 (Enable Rx and disable Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal and network communication messages.;Positive response with correct communication messages.;04.15.2021 18:24:45;;
27694264;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_026_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending start routine request 0x31011011 (Fehlerinjektion),sending start routine request 0x31011011014000,sending stop routine request 0x31021011,sending status routine request 0x31031011.;Positive responses with the correct values, NRC 0x22 or NRC 0x13 negative responses.;04.15.2021 18:24:47;;
27694266;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_060_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-5 bytes and byte 6-7 with random values,sending requests 0x220407 (VW logical software block counter of programming attempts) between the set environments below,writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:24:50;;
27694268;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_022_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x2202F4 (Display text dashboard status).;Positive response with correct response length. ;04.15.2021 18:24:52;;
27694270;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_004_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x31011010 (Reset to factory setting),writing default bytecode with command 0x2E0600,overwritting the ESC calibration EEPROM areas,setting EPB switch to idle state. ;Positive responses with the correct values or no correct response checking.;04.15.2021 18:24:54;;
27694274;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_027_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending 0x2E0A79 (Rough road control) requests with the valid values and checking the written values with the related reading command,sending 0x2E0A79 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:24:59;;
27694276;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_025_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x221000 (Developer Routine 01 Status).;Positive response with correct response length. ;04.15.2021 18:25:01;;
